id,StreetNameShort,StreetName,StreetNoMin,StreetNoMax,EvenOdd,BeatNo,TeamNo,Postcode,Suburb,
2101,EDGAR ST,EDGAR STREET,272,290,2,2022,2,2200,CONDELL PARK,even
2102,EDGAR ST,EDGAR STREET,217,229,1,2022,2,2200,CONDELL PARK,odd
2103,EDGAR ST,EDGAR STREET,231,241,1,2022,2,2200,CONDELL PARK,odd
2104,EDGAR ST,EDGAR STREET,243,261,1,2022,2,2200,CONDELL PARK,odd
2105,ELDRIDGE RD,ELDRIDGE ROAD,111,149,1,2022,2,2200,CONDELL PARK,odd
2106,ELDRIDGE RD,ELDRIDGE ROAD,89,109,1,2022,2,2200,CONDELL PARK,odd
2107,ELDRIDGE RD,ELDRIDGE ROAD,98,102,2,2022,2,2200,CONDELL PARK,even
2108,ELDRIDGE RD,ELDRIDGE ROAD,104,120,2,2022,2,2200,CONDELL PARK,even
2109,WILLFOX ST,WILLFOX STREET,17,19,1,2022,2,2200,CONDELL PARK,odd
2110,ILMA ST,ILMA STREET,5,29,1,2022,2,2200,CONDELL PARK,odd
2111,ILMA ST,ILMA STREET,2,30,2,2022,2,2200,CONDELL PARK,even
2112,HARRIS ST,HARRIS STREET,1,15,1,2022,2,2200,CONDELL PARK,odd
2113,HARRIS ST,HARRIS STREET,17,29,1,2022,2,2200,CONDELL PARK,odd
2114,HARRIS ST,HARRIS STREET,18,24,2,2022,2,2200,CONDELL PARK,even
2115,HARRIS ST,HARRIS STREET,2,16,2,2022,2,2200,CONDELL PARK,even
2116,ELDRIDGE RD,ELDRIDGE ROAD,124,148,2,2022,2,2200,CONDELL PARK,even
2117,EDGAR ST,EDGAR STREET,263,265,1,2022,2,2200,CONDELL PARK,odd
2118,EDGAR ST,EDGAR STREET,269,273,1,2022,2,2200,CONDELL PARK,odd
2119,EDGAR ST,EDGAR STREET,277,277,1,2022,2,2212,REVESBY,odd
2120,EDGAR ST,EDGAR STREET,330,376,2,2022,2,2200,CONDELL PARK,even
2121,ELDRIDGE RD,ELDRIDGE ROAD,150,150,2,2022,2,2200,CONDELL PARK,even
2122,ELDRIDGE RD,ELDRIDGE ROAD,162,162,2,2022,2,2200,CONDELL PARK,even
2123,ELDRIDGE RD,ELDRIDGE ROAD,166,166,2,2022,2,2200,CONDELL PARK,even
2124,ELDRIDGE RD,ELDRIDGE ROAD,170,172,2,2022,2,2200,CONDELL PARK,even
2125,ELDRIDGE RD,ELDRIDGE ROAD,174,190,2,2022,2,2200,CONDELL PARK,even
2126,ETHEL ST,ETHEL STREET,1,17,0,2022,2,2200,CONDELL PARK,both
2127,ELDRIDGE RD,ELDRIDGE ROAD,183,193,1,2022,2,2200,CONDELL PARK,odd
2128,PROSPER ST,PROSPER STREET,2,18,2,2022,2,2200,CONDELL PARK,even
2129,PROSPER ST,PROSPER STREET,1,11,1,2022,2,2200,CONDELL PARK,odd
2130,ELDRIDGE RD,ELDRIDGE ROAD,167,181,1,2022,2,2200,CONDELL PARK,odd
2131,SIMMAT AVE,SIMMAT AVENUE,106,120,2,2022,2,2200,CONDELL PARK,even
2132,SIMMAT AVE,SIMMAT AVENUE,104,104,2,2022,2,2200,CONDELL PARK,even
2133,WAYNE CRES,WAYNE CRESCENT,1,4,0,2022,2,2200,CONDELL PARK,both
2134,SIMMAT AVE,SIMMAT AVENUE,68,102,2,2022,2,2200,CONDELL PARK,even
2135,SIMMAT AVE,SIMMAT AVENUE,66,68,2,2022,2,2200,CONDELL PARK,even
2136,SIMMAT AVE,SIMMAT AVENUE,56,66,2,2022,2,2200,CONDELL PARK,even
2137,SIMMAT AVE,SIMMAT AVENUE,54,54,2,2022,2,2200,CONDELL PARK,even
2138,SIMMAT AVE,SIMMAT AVENUE,48,52,2,2022,2,2200,CONDELL PARK,even
2139,SIMMAT AVE,SIMMAT AVENUE,48,48,2,2022,2,2200,CONDELL PARK,even
2140,SIMMAT AVE,SIMMAT AVENUE,8,46,2,2022,2,2200,CONDELL PARK,even
2141,THE AVENUE,THE AVENUE,130,158,2,2022,2,2200,CONDELL PARK,even
2142,MARION ST,MARION STREET,288,308,2,2022,2,2200,CONDELL PARK,even
2143,MARION ST,MARION STREET,310,350,2,2022,2,2200,CONDELL PARK,even
2144,AUGUSTA ST,AUGUSTA STREET,49,53,1,2031,2,2200,CONDELL PARK,odd
2145,AUGUSTA ST,AUGUSTA STREET,39,47,1,2031,2,2200,CONDELL PARK,odd
2146,AUGUSTA ST,AUGUSTA STREET,39,39,1,2031,2,2200,CONDELL PARK,odd
2147,AUGUSTA ST,AUGUSTA STREET,35,37,1,2031,2,2200,CONDELL PARK,odd
2148,AUGUSTA ST,AUGUSTA STREET,31,33,1,2031,2,2200,CONDELL PARK,odd
2149,AUGUSTA ST,AUGUSTA STREET,27,31,1,2031,2,2200,CONDELL PARK,odd
2150,AUGUSTA ST,AUGUSTA STREET,1,25,1,2031,2,2200,CONDELL PARK,odd
2151,AUGUSTA ST,AUGUSTA STREET,2,4,2,2031,2,2200,CONDELL PARK,even
2152,AUGUSTA ST,AUGUSTA STREET,14,18,2,2031,2,2200,CONDELL PARK,even
2153,GLEESON AVE,GLEESON AVENUE,2,58,2,2031,2,2200,CONDELL PARK,even
2154,GLEESON AVE,GLEESON AVENUE,56,58,2,2031,2,2200,CONDELL PARK,even
2155,GLEESON AVE,GLEESON AVENUE,60,70,2,2031,2,2200,CONDELL PARK,even
2156,GLEESON AVE,GLEESON AVENUE,57,69,1,2031,2,2200,CONDELL PARK,odd
2157,GLEESON AVE,GLEESON AVENUE,57,57,1,2031,2,2200,CONDELL PARK,odd
2158,GLEESON AVE,GLEESON AVENUE,21,55,1,2031,2,2200,CONDELL PARK,odd
2159,AUDREY PDE,AUDREY PARADE,2,6,2,2031,2,2200,CONDELL PARK,even
2160,AUDREY PDE,AUDREY PARADE,1,7,1,2031,2,2200,CONDELL PARK,odd
2161,GLEESON AVE,GLEESON AVENUE,1,19,1,2031,2,2200,CONDELL PARK,odd
2162,AUGUSTA ST,AUGUSTA STREET,20,38,2,2031,2,2200,CONDELL PARK,even
2163,OLIVE ST,OLIVE STREET,4,24,2,2031,2,2200,CONDELL PARK,even
2164,OLIVE ST,OLIVE STREET,28,48,2,2031,2,2200,CONDELL PARK,even
2165,OLIVE ST,OLIVE STREET,52,82,2,2031,2,2200,CONDELL PARK,even
2166,SKONE ST,SKONE STREET,1,17,1,2031,2,2200,CONDELL PARK,odd
2167,WILLFOX ST,WILLFOX STREET,22,22,2,2031,2,2200,CONDELL PARK,even
2168,NOWILL ST,NOWILL STREET,1,25,1,2031,2,2200,CONDELL PARK,odd
2169,NOWILL ST,NOWILL STREET,2,28,2,2031,2,2200,CONDELL PARK,even
2170,WILLFOX ST,WILLFOX STREET,10,20,2,2031,2,2200,CONDELL PARK,even
2171,WILLFOX ST,WILLFOX STREET,2,8,2,2031,2,2200,CONDELL PARK,even
2172,WILLFOX ST,WILLFOX STREET,5,5,1,2031,2,2200,CONDELL PARK,odd
2173,SKONE ST,SKONE STREET,2,18,2,2031,2,2200,CONDELL PARK,even
2174,YANDERRA ST,YANDERRA STREET,1,17,1,2031,2,2200,CONDELL PARK,odd
2175,YANDERRA ST,YANDERRA STREET,19,47,1,2031,2,2200,CONDELL PARK,odd
2176,YANDERRA ST,YANDERRA STREET,20,50,2,2031,2,2200,CONDELL PARK,even
2177,YANDERRA ST,YANDERRA STREET,2,18,2,2031,2,2200,CONDELL PARK,even
2178,OLIVE ST,OLIVE STREET,23,23,1,2031,2,2200,CONDELL PARK,odd
2179,WINIFRED ST,WINIFRED STREET,1,17,1,2031,2,2200,CONDELL PARK,odd
2180,WINIFRED ST,WINIFRED STREET,19,59,1,2031,2,2200,CONDELL PARK,odd
2181,WINIFRED ST,WINIFRED STREET,32,60,2,2031,2,2200,CONDELL PARK,even
2182,WINIFRED ST,WINIFRED STREET,2,30,2,2031,2,2200,CONDELL PARK,even
2183,OLIVE ST,OLIVE STREET,17,21,1,2031,2,2200,CONDELL PARK,odd
2184,VIRTUE ST,VIRTUE STREET,1,29,1,2031,2,2200,CONDELL PARK,odd
2185,EVA ST,EVA STREET,1,3,1,2031,2,2200,CONDELL PARK,odd
2186,VIRTUE ST,VIRTUE STREET,31,53,1,2031,2,2200,CONDELL PARK,odd
2187,VIRTUE ST,VIRTUE STREET,32,50,2,2031,2,2200,CONDELL PARK,even
2188,VIRTUE ST,VIRTUE STREET,2,30,2,2031,2,2200,CONDELL PARK,even
2189,BIRDSALL AVE,BIRDSALL AVENUE,1,29,1,2031,2,2200,CONDELL PARK,odd
2190,BIRDSALL AVE,BIRDSALL AVENUE,31,55,1,2031,2,2200,CONDELL PARK,odd
2191,AMBROSE ST,AMBROSE STREET,1,11,1,2031,2,2200,CONDELL PARK,odd
2192,BIRDSALL AVE,BIRDSALL AVENUE,2,30,2,2031,2,2200,CONDELL PARK,even
2193,OLIVE ST,OLIVE STREET,3,3,1,2031,2,2200,CONDELL PARK,odd
2194,AUGUSTA ST,AUGUSTA STREET,40,64,2,2031,2,2200,CONDELL PARK,even
2195,AUGUSTA ST,AUGUSTA STREET,66,74,2,2031,2,2200,CONDELL PARK,even
2196,AUGUSTA ST,AUGUSTA STREET,78,78,2,2031,2,2200,CONDELL PARK,even
2197,ELDRIDGE RD,ELDRIDGE ROAD,67,87,1,2032,2,2200,CONDELL PARK,odd
2198,ELDRIDGE RD,ELDRIDGE ROAD,65,71,1,2032,2,2200,BANKSTOWN,odd
2199,GALLIPOLI ST,GALLIPOLI STREET,1,83,1,2032,2,2200,CONDELL PARK,odd
2200,GALLIPOLI ST,GALLIPOLI STREET,2,40,2,2032,2,2200,CONDELL PARK,even
2201,OSTEND ST,OSTEND STREET,6,8,2,2032,2,2200,BANKSTOWN,even
