id,StreetNameShort,StreetName,StreetNoMin,StreetNoMax,EvenOdd,BeatNo,TeamNo,Postcode,Suburb,
11767,SMART ST,SMART STREET,35,57,1,6192,6,2165,FAIRFIELD,odd
11768,SMART ST,SMART STREET,59,59,1,6192,6,2165,FAIRFIELD,odd
11769,SMART ST,SMART STREET,32,48,2,6192,6,2165,FAIRFIELD,even
11770,SPENCER ST,SPENCER STREET,8,24,2,6192,6,2165,FAIRFIELD,even
11771,THE HORSLEY DR,THE HORSLEY DRIVE,440,440,2,6201,6,2165,FAIRFIELD,even
11772,FERGERSON AVE,FERGERSON AVENUE,2,10,2,6201,6,2165,FAIRFIELD,even
11773,FERGERSON AVE,FERGERSON AVENUE,5,11,1,6201,6,2165,FAIRFIELD,odd
11774,FERGERSON AVE,FERGERSON AVENUE,1,3,1,6201,6,2165,FAIRFIELD,odd
11775,THE HORSLEY DR,THE HORSLEY DRIVE,442,462,2,6201,6,2165,FAIRFIELD,even
11776,BOWLER AVE,BOWLER AVENUE,1,1,1,6201,6,2165,FAIRFIELD,odd
11777,BOWLER AVE,BOWLER AVENUE,5,13,1,6201,6,2165,FAIRFIELD,odd
11778,BOWLER AVE,BOWLER AVENUE,2,16,2,6201,6,2165,FAIRFIELD,even
11779,THE HORSLEY DR,THE HORSLEY DRIVE,464,470,2,6201,6,2165,FAIRFIELD,even
11780,MYDDLETON AVE,MYDDLETON AVENUE,1,47,1,6201,6,2165,FAIRFIELD,odd
11781,MYDDLETON AVE,MYDDLETON AVENUE,2,54,2,6201,6,2165,FAIRFIELD,even
11782,THE HORSLEY DR,THE HORSLEY DRIVE,474,482,2,6201,6,2165,FAIRFIELD,even
11783,BRENAN ST,BRENAN STREET,1,39,1,6201,6,2165,FAIRFIELD,odd
11784,WOOD ST,WOOD STREET,1,9,0,6201,6,2165,FAIRFIELD,both
11785,BRENAN ST,BRENAN STREET,41,47,1,6201,6,2165,FAIRFIELD,odd
11786,BRENAN ST,BRENAN STREET,49,49,1,6201,6,2165,FAIRFIELD,odd
11787,BRENAN ST,BRENAN STREET,2,44,2,6201,6,2165,FAIRFIELD,even
11788,THE HORSLEY DR,THE HORSLEY DRIVE,492,532,2,6201,6,2165,FAIRFIELD,even
11789,GRANVILLE ST,GRANVILLE STREET,94,98,2,6201,6,2165,FAIRFIELD,even
11790,ETON ST,ETON STREET,2,32,2,6201,6,2165,FAIRFIELD,even
11791,ETON ST,ETON STREET,5,23,1,6201,6,2165,FAIRFIELD,odd
11792,GRANVILLE ST,GRANVILLE STREET,32,90,2,6201,6,2165,FAIRFIELD,even
11793,POLDING ST,POLDING STREET,32,72,2,6201,6,2165,FAIRFIELD,even
11794,POLDING ST,POLDING STREET,30,30,2,6201,6,2165,FAIRFIELD,even
11795,POLDING ST,POLDING STREET,4,28,2,6201,6,2165,FAIRFIELD,even
11796,HEDGES ST,HEDGES STREET,13,39,1,6201,6,2165,FAIRFIELD,odd
11797,HEDGES ST,HEDGES STREET,12,20,2,6201,6,2165,FAIRFIELD,even
11798,POLDING ST,POLDING STREET,4,26,2,6201,6,2165,FAIRFIELD,even
11799,POLDING ST,POLDING STREET,2,2,2,6201,6,2165,FAIRFIELD,even
11800,ACE AVE,ACE AVENUE,2,48,2,6201,6,2165,FAIRFIELD,even
11801,DOUGLAS ST,DOUGLAS STREET,2,22,2,6201,6,2165,FAIRFIELD,even
11802,ANTHONY ST,ANTHONY STREET,1,10,0,6201,6,2165,FAIRFIELD,both
11803,HEDGES ST,HEDGES STREET,1,9,1,6201,6,2165,FAIRFIELD,odd
11804,HEDGES ST,HEDGES STREET,2,10,2,6201,6,2165,FAIRFIELD,even
11805,ACE AVE,ACE AVENUE,1,27,1,6201,6,2165,FAIRFIELD,odd
11806,POLDING ST,POLDING STREET,9,11,1,6201,6,2165,FAIRFIELD,odd
11807,SARDAN CRES,SARDAN CRESCENT,1,15,1,6201,6,2165,FAIRFIELD,odd
11808,POLDING ST,POLDING STREET,15,17,1,6201,6,2165,FAIRFIELD,odd
11809,ANTHONY ST,ANTHONY STREET,33,77,1,6202,6,2165,FAIRFIELD,odd
11810,LAWRENCE ST,LAWRENCE STREET,26,46,2,6202,6,2165,FAIRFIELD,even
11811,SOLO CRES,SOLO CRESCENT,2,62,2,6202,6,2165,FAIRFIELD,even
11812,SOLO CRES,SOLO CRESCENT,1,41,1,6202,6,2165,FAIRFIELD,odd
11813,GRANVILLE ST,GRANVILLE STREET,113,117,1,6202,6,2165,FAIRFIELD,odd
11814,SIANDRA AVE,SIANDRA AVENUE,2,10,2,6202,6,2165,FAIRFIELD,even
11815,SIANDRA AVE,SIANDRA AVENUE,1,9,1,6202,6,2165,FAIRFIELD,odd
11816,GRANVILLE ST,GRANVILLE STREET,119,123,1,6202,6,2165,FAIRFIELD,odd
11817,HEMINGWAY CRES,HEMINGWAY CRESCENT,1,59,1,6202,6,2165,FAIRFIELD,odd
11818,HEMINGWAY CRES,HEMINGWAY CRESCENT,2,42,2,6202,6,2165,FAIRFIELD,even
11819,GRANVILLE ST,GRANVILLE STREET,116,120,2,6202,6,2165,FAIRFIELD,even
11820,LUDGATE ST,LUDGATE STREET,2,6,2,6202,6,2165,FAIRFIELD,even
11821,LUDGATE ST,LUDGATE STREET,1,5,1,6202,6,2165,FAIRFIELD,odd
11822,GRANVILLE ST,GRANVILLE STREET,110,114,2,6202,6,2165,FAIRFIELD,even
11823,PARAPET ST,PARAPET STREET,2,6,2,6202,6,2165,FAIRFIELD,even
11824,PARAPET ST,PARAPET STREET,1,5,1,6202,6,2165,FAIRFIELD,odd
11825,GRANVILLE ST,GRANVILLE STREET,106,108,2,6202,6,2165,FAIRFIELD,even
11826,GRANVILLE ST,GRANVILLE STREET,102,102,2,6202,6,2165,FAIRFIELD,even
11827,LAWRENCE ST,LAWRENCE STREET,59,59,1,6202,6,2165,FAIRFIELD,odd
11828,THE HORSLEY DR,THE HORSLEY DRIVE,467,545,1,6202,6,2165,FAIRFIELD,odd
11829,LOSCOE ST,LOSCOE STREET,2,4,2,6202,6,2165,FAIRFIELD,even
11830,LAWRENCE ST,LAWRENCE STREET,2,24,2,6202,6,2165,FAIRFIELD,even
11831,LAWRENCE ST,LAWRENCE STREET,41,57,1,6202,6,2165,FAIRFIELD,odd
11832,BERNADETTE PL,BERNADETTE PLACE,1,21,0,6202,6,2165,FAIRFIELD,both
11833,MEREDITH CL,MEREDITH CLOSE,2,10,0,6202,6,2165,FAIRFIELD,both
11834,BERNADETTE PL,BERNADETTE PLACE,23,23,1,6202,6,2165,FAIRFIELD,odd
11835,DEBORAH CL,DEBORAH CLOSE,1,8,0,6202,6,2165,FAIRFIELD,both
11836,BERNADETTE PL,BERNADETTE PLACE,25,26,0,6202,6,2165,FAIRFIELD,both
11837,LAWRENCE ST,LAWRENCE STREET,17,37,1,6202,6,2165,FAIRFIELD,odd
11838,CROSBY CRES,CROSBY CRESCENT,2,44,2,6202,6,2165,FAIRFIELD,even
11839,CROSBY CRES,CROSBY CRESCENT,15,61,1,6202,6,2165,FAIRFIELD,odd
11840,BRAY ST,BRAY STREET,2,6,2,6202,6,2165,FAIRFIELD,even
11841,BRAY ST,BRAY STREET,1,3,1,6202,6,2165,FAIRFIELD,odd
11842,CROSBY CRES,CROSBY CRESCENT,1,13,1,6202,6,2165,FAIRFIELD,odd
11843,LAWRENCE ST,LAWRENCE STREET,3,13,1,6202,6,2165,FAIRFIELD,odd
11844,LOSCOE ST,LOSCOE STREET,8,18,2,6202,6,2165,FAIRFIELD,even
11845,CAWARRA PL,CAWARRA PLACE,2,7,0,6202,6,2165,FAIRFIELD,both
11846,JERVIS ST,JERVIS STREET,2,22,2,6202,6,2165,FAIRFIELD,even
11847,JERVIS ST,JERVIS STREET,1,23,1,6202,6,2165,FAIRFIELD,odd
11848,LOSCOE ST,LOSCOE STREET,9,9,1,6202,6,2165,FAIRFIELD,odd
11849,ANTHONY ST,ANTHONY STREET,38,72,2,6202,6,2165,FAIRFIELD,even
11850,ANTHONY ST,ANTHONY STREET,14,36,2,6202,6,2165,FAIRFIELD,even
11851,ANTHONY ST,ANTHONY STREET,11,31,1,6202,6,2165,FAIRFIELD,odd
11852,THE HORSLEY DR,THE HORSLEY DRIVE,437,461,1,6202,6,2165,FAIRFIELD,odd
11853,THE HORSLEY DR,THE HORSLEY DRIVE,405,431,1,6202,6,2165,FAIRFIELD,odd
11854,THE HORSLEY DR,THE HORSLEY DRIVE,291,311,1,6202,6,2165,FAIRFIELD,odd
11855,BELL CRES,BELL CRESCENT,23,37,1,6202,6,2165,FAIRFIELD,odd
11856,BELL CRES,BELL CRESCENT,2,26,2,6202,6,2165,FAIRFIELD,even
11857,BELL CRES,BELL CRESCENT,1,23,1,6202,6,2165,FAIRFIELD,odd
11858,VINE ST,VINE STREET,97,113,1,6211,6,2165,FAIRFIELD,odd
11859,DIPROSE ST,DIPROSE STREET,7,11,1,6211,6,2165,FAIRFIELD,odd
11860,MAY ST,MAY STREET,2,14,2,6211,6,2165,FAIRFIELD,even
11861,MAY ST,MAY STREET,1,17,1,6211,6,2165,FAIRFIELD,odd
11862,DIPROSE ST,DIPROSE STREET,2,16,2,6211,6,2165,FAIRFIELD,even
11863,VINE ST,VINE STREET,112,120,2,6211,6,2165,FAIRFIELD,even
11864,GORDON ST,GORDON STREET,1,11,1,6211,6,2165,FAIRFIELD,odd
11865,THE HORSLEY DR,THE HORSLEY DRIVE,188,198,2,6211,6,2165,FAIRFIELD,even
11866,THE HORSLEY DR,THE HORSLEY DRIVE,200,268,2,6211,6,2165,FAIRFIELD,even
11867,FAIRFIELD ST,FAIRFIELD STREET,278,292,2,6211,6,2165,FAIRFIELD,even
11868,FAIRFIELD ST,FAIRFIELD STREET,286,292,2,6211,6,2165,FAIRFIELD,even
11869,FAIRFIELD ST,FAIRFIELD STREET,286,292,2,6211,6,2165,FAIRFIELD,even
11870,FAIRFIELD ST,FAIRFIELD STREET,286,292,2,6211,6,2165,FAIRFIELD,even
11871,FAIRFIELD ST,FAIRFIELD STREET,286,292,2,6211,6,2165,FAIRFIELD,even
11872,VINE ST,VINE STREET,10,20,2,6211,6,2165,FAIRFIELD,even
11873,WESTON ST,WESTON STREET,2,6,2,6211,6,2165,FAIRFIELD,even
11874,WESTON ST,WESTON STREET,1,13,1,6211,6,2165,FAIRFIELD,odd
11875,VINE ST,VINE STREET,30,40,2,6211,6,2165,FAIRFIELD,even
11876,LAWSON ST,LAWSON STREET,1,3,1,6211,6,2165,FAIRFIELD,odd
11877,VINE ST,VINE STREET,29,29,1,6211,6,2165,FAIRFIELD,odd
11878,VINE ST,VINE STREET,7,7,1,6211,6,2165,FAIRFIELD,odd
11879,DALE ST,DALE STREET,1,12,0,6211,6,2165,FAIRFIELD,both
11880,ANZAC AVE,ANZAC AVENUE,14,14,2,6211,6,2165,FAIRFIELD,even
11881,ANZAC AVE,ANZAC AVENUE,1,7,1,6211,6,2165,FAIRFIELD,odd
11882,DALE ST,DALE STREET,28,36,0,6211,6,2165,FAIRFIELD,both
11883,LAWSON ST,LAWSON STREET,15,25,1,6211,6,2165,FAIRFIELD,odd
11884,LAWSON ST,LAWSON STREET,14,20,2,6211,6,2165,FAIRFIELD,even
11885,LATTY ST,LATTY STREET,2,40,2,6211,6,2165,FAIRFIELD,even
11886,MCINTOSH ST,MCINTOSH STREET,2,18,2,6211,6,2165,FAIRFIELD,even
11887,RIVERVIEW RD,RIVERVIEW ROAD,2,60,2,6211,6,2165,FAIRFIELD,even
11888,ORCHARD RD,ORCHARD ROAD,24,24,2,6211,6,2165,FAIRFIELD,even
11889,ORCHARD RD,ORCHARD ROAD,9,51,1,6211,6,2165,FAIRFIELD,odd
11890,ORCHARD RD,ORCHARD ROAD,2,22,2,6211,6,2165,FAIRFIELD,even
11891,RIVERVIEW RD,RIVERVIEW ROAD,1,33,1,6211,6,2165,FAIRFIELD,odd
11892,NORTH ST,NORTH STREET,29,45,1,6211,6,2165,FAIRFIELD,odd
11893,TAYLOR ST,TAYLOR STREET,2,2,2,6211,6,2165,FAIRFIELD,even
11894,EAST PDE,EAST PARADE,27,41,0,6211,6,2165,FAIRFIELD,both
11895,CORAL PL,CORAL PLACE,8,12,0,6211,6,2165,FAIRFIELD,both
11896,CORAL PL,CORAL PLACE,5,5,1,6211,6,2165,FAIRFIELD,odd
11897,EAST PDE,EAST PARADE,42,44,0,6211,6,2165,FAIRFIELD,both
11898,NORTH ST,NORTH STREET,4,10,2,6211,6,2165,FAIRFIELD,even
11899,LYNDON ST,LYNDON STREET,2,20,2,6211,6,2165,FAIRFIELD,even
11900,LYNDON ST,LYNDON STREET,1,17,1,6211,6,2165,FAIRFIELD,odd
11901,NORTH ST,NORTH STREET,16,26,2,6211,6,2165,FAIRFIELD,even
11902,NORTH ST,NORTH STREET,26,52,2,6211,6,2165,FAIRFIELD,even
11903,MCINTOSH ST,MCINTOSH STREET,1,1,1,6211,6,2165,FAIRFIELD,odd
11904,LATTY ST,LATTY STREET,27,39,1,6211,6,2165,FAIRFIELD,odd
11905,LATTY ST,LATTY STREET,1,25,1,6211,6,2165,FAIRFIELD,odd
11906,ULVERSTONE ST,ULVERSTONE STREET,1,15,0,6211,6,2165,FAIRFIELD,both
11907,ULVERSTONE ST,ULVERSTONE STREET,1,1,1,6211,6,2165,FAIRFIELD,odd
11908,MITCHELL ST,MITCHELL STREET,41,49,1,6212,6,2165,FAIRFIELD EAST,odd
11909,CAMPBELL ST,CAMPBELL STREET,99,137,1,6212,6,2165,FAIRFIELD EAST,odd
11910,CAMPBELL ST,CAMPBELL STREET,84,124,2,6212,6,2165,FAIRFIELD EAST,even
11911,MITCHELL ST,MITCHELL STREET,29,39,1,6212,6,2165,FAIRFIELD EAST,odd
11912,HERCULES ST,HERCULES STREET,35,75,1,6212,6,2165,FAIRFIELD EAST,odd
11913,HERCULES ST,HERCULES STREET,32,34,2,6212,6,2165,FAIRFIELD EAST,even
11914,HERCULES ST,HERCULES STREET,36,64,2,6212,6,2165,FAIRFIELD EAST,even
11915,MITCHELL ST,MITCHELL STREET,19,27,1,6212,6,2165,FAIRFIELD EAST,odd
11916,CARY WAY,CARY WAY,1,5,1,6212,6,2165,FAIRFIELD EAST,odd
11917,CARY WAY,CARY WAY,7,7,1,6212,6,2165,FAIRFIELD EAST,odd
11918,MELALEUCA AVE,MELALEUCA AVENUE,15,23,1,6212,6,2165,FAIRFIELD EAST,odd
11919,MELALEUCA AVE,MELALEUCA AVENUE,22,30,2,6212,6,2165,FAIRFIELD EAST,even
11920,LAURINA AVE,LAURINA AVENUE,2,38,2,6212,6,2165,FAIRFIELD EAST,even
11921,PEPPERCORN AVE,PEPPERCORN AVENUE,17,19,1,6212,6,2165,FAIRFIELD EAST,odd
11922,PEPPERCORN AVE,PEPPERCORN AVENUE,24,38,2,6212,6,2165,FAIRFIELD EAST,even
11923,JACARANDA CT,JACARANDA COURT,9,9,1,6212,6,2165,FAIRFIELD EAST,odd
11924,LAURINA AVE,LAURINA AVENUE,15,31,1,6212,6,2165,FAIRFIELD EAST,odd
11925,MELALEUCA AVE,MELALEUCA AVENUE,12,20,2,6212,6,2165,FAIRFIELD EAST,even
11926,ROBINIA AVE,ROBINIA AVENUE,14,24,2,6212,6,2165,FAIRFIELD EAST,even
11927,JACARANDA CT,JACARANDA COURT,1,7,1,6212,6,2165,FAIRFIELD EAST,odd
11928,PEPPERCORN AVE,PEPPERCORN AVENUE,20,22,2,6212,6,2165,FAIRFIELD EAST,even
11929,PEPPERCORN AVE,PEPPERCORN AVENUE,4,18,2,6212,6,2165,FAIRFIELD EAST,even
11930,PEPPERCORN AVE,PEPPERCORN AVENUE,1,3,1,6212,6,2165,FAIRFIELD EAST,odd
11931,ROBINIA AVE,ROBINIA AVENUE,1,1,1,6212,6,2165,FAIRFIELD EAST,odd
11932,ROBINIA AVE,ROBINIA AVENUE,3,13,1,6212,6,2165,FAIRFIELD EAST,odd
11933,ROBINIA AVE,ROBINIA AVENUE,15,35,1,6212,6,2165,FAIRFIELD EAST,odd
11934,MELALEUCA AVE,MELALEUCA AVENUE,4,10,2,6212,6,2165,FAIRFIELD EAST,even
11935,MELALEUCA AVE,MELALEUCA AVENUE,1,11,1,6212,6,2165,FAIRFIELD EAST,odd
11936,CARY WAY,CARY WAY,4,8,2,6212,6,2165,FAIRFIELD EAST,even
11937,MITCHELL ST,MITCHELL STREET,1,11,1,6212,6,2165,FAIRFIELD EAST,odd
11938,NORMANBY ST,NORMANBY STREET,29,63,1,6212,6,2165,FAIRFIELD EAST,odd
11939,NORMANBY ST,NORMANBY STREET,34,44,2,6212,6,2165,FAIRFIELD EAST,even
11940,BLIGH ST,BLIGH STREET,91,91,1,6212,6,2165,FAIRFIELD EAST,odd
11941,BLIGH ST,BLIGH STREET,49,81,1,6212,6,2165,FAIRFIELD EAST,odd
11942,MANDARIN ST,MANDARIN STREET,83,99,1,6212,6,2165,FAIRFIELD EAST,odd
11943,MANDARIN ST,MANDARIN STREET,82,100,2,6212,6,2163,VILLAWOOD,even
11944,BLIGH ST,BLIGH STREET,25,39,1,6212,6,2163,VILLAWOOD,odd
11945,BLIGH ST,BLIGH STREET,26,40,2,6212,6,2163,VILLAWOOD,even
11946,BLIGH ST,BLIGH STREET,50,94,2,6212,6,2165,FAIRFIELD EAST,even
11947,NORMANBY ST,NORMANBY STREET,50,62,2,6212,6,2165,FAIRFIELD EAST,even
11948,BELMORE ST,BELMORE STREET,43,87,1,6212,6,2165,FAIRFIELD EAST,odd
11949,MANDARIN ST,MANDARIN STREET,101,117,1,6212,6,2165,FAIRFIELD EAST,odd
11950,MANDARIN ST,MANDARIN STREET,102,118,2,6212,6,2163,VILLAWOOD,even
11951,BELMORE ST,BELMORE STREET,19,33,1,6212,6,2163,VILLAWOOD,odd
11952,BELMORE ST,BELMORE STREET,4,4,2,6212,6,2163,VILLAWOOD,even
11953,BELMORE ST,BELMORE STREET,6,6,2,6212,6,2163,VILLAWOOD,even
11954,BELMORE ST,BELMORE STREET,8,16,2,6212,6,2163,VILLAWOOD,even
11955,MANDARIN ST,MANDARIN STREET,120,122,2,6212,6,2163,VILLAWOOD,even
11956,MANDARIN ST,MANDARIN STREET,119,129,1,6212,6,2165,FAIRFIELD EAST,odd
11957,BELMORE ST,BELMORE STREET,48,56,2,6212,6,2165,FAIRFIELD EAST,even
11958,SEAMAN AVE,SEAMAN AVENUE,1,15,1,6212,6,2165,FAIRFIELD EAST,odd
11959,SEAMAN AVE,SEAMAN AVENUE,2,16,2,6212,6,2165,FAIRFIELD EAST,even
11960,BELMORE ST,BELMORE STREET,82,84,2,6212,6,2165,FAIRFIELD EAST,even
11961,LUPIN AVE,LUPIN AVENUE,1,17,1,6212,6,2165,FAIRFIELD EAST,odd
11962,LUPIN AVE,LUPIN AVENUE,2,30,2,6212,6,2165,FAIRFIELD EAST,even
11963,BELMORE ST,BELMORE STREET,86,92,2,6212,6,2165,FAIRFIELD EAST,even
11964,NORMANBY ST,NORMANBY STREET,70,86,2,6212,6,2165,FAIRFIELD EAST,even
11965,NORMANBY ST,NORMANBY STREET,75,87,1,6212,6,2165,FAIRFIELD EAST,odd
11966,MITCHELL ST,MITCHELL STREET,2,12,2,6212,6,2165,FAIRFIELD EAST,even
11967,LALS PDE,LALS PARADE,2,12,2,6212,6,2165,FAIRFIELD EAST,even
11968,LALS PDE,LALS PARADE,11,11,1,6212,6,2165,FAIRFIELD EAST,odd
11969,JEAN ST,JEAN STREET,2,20,2,6212,6,2165,FAIRFIELD EAST,even
11970,JEAN ST,JEAN STREET,1,9,1,6212,6,2165,FAIRFIELD EAST,odd
11971,LALS PDE,LALS PARADE,1,3,1,6212,6,2165,FAIRFIELD EAST,odd
11972,MITCHELL ST,MITCHELL STREET,16,36,2,6212,6,2165,FAIRFIELD EAST,even
11973,MORSE ST,MORSE STREET,2,16,2,6212,6,2165,FAIRFIELD EAST,even
11974,SINNOTT ST,SINNOTT STREET,21,24,0,6212,6,2165,FAIRFIELD EAST,both
11975,MITCHELL ST,MITCHELL STREET,38,40,2,6212,6,2165,FAIRFIELD EAST,even
11976,SINNOTT ST,SINNOTT STREET,15,20,0,6212,6,2165,FAIRFIELD EAST,both
11977,SINNOTT ST,SINNOTT STREET,25,27,0,6212,6,2165,FAIRFIELD EAST,both
11978,SINNOTT ST,SINNOTT STREET,4,14,0,6212,6,2165,FAIRFIELD EAST,both
11979,SINNOTT ST,SINNOTT STREET,1,3,0,6212,6,2165,FAIRFIELD EAST,both
11980,MITCHELL ST,MITCHELL STREET,50,54,2,6212,6,2165,FAIRFIELD EAST,even
11981,TANGERINE ST,TANGERINE STREET,14,34,2,6221,6,2163,VILLAWOOD,even
11982,TANGERINE ST,TANGERINE STREET,40,46,2,6221,6,2165,FAIRFIELD EAST,even
11983,MACARTHUR ST,MACARTHUR STREET,1,28,0,6221,6,2165,FAIRFIELD EAST,both
11984,TANGERINE ST,TANGERINE STREET,48,90,2,6221,6,2165,FAIRFIELD EAST,even
11985,TANGERINE ST,TANGERINE STREET,92,100,2,6221,6,2165,FAIRFIELD EAST,even
11986,TANGERINE ST,TANGERINE STREET,102,110,2,6221,6,2165,FAIRFIELD EAST,even
11987,TANGERINE ST,TANGERINE STREET,112,124,2,6221,6,2165,FAIRFIELD EAST,even
11988,TANGERINE ST,TANGERINE STREET,119,123,1,6221,6,2165,FAIRFIELD EAST,odd
11989,CAMPBELL ST,CAMPBELL STREET,67,89,1,6221,6,2165,FAIRFIELD EAST,odd
11990,LANDON ST,LANDON STREET,33,43,1,6221,6,2165,FAIRFIELD EAST,odd
11991,CAMPBELL ST,CAMPBELL STREET,52,52,2,6221,6,2165,FAIRFIELD EAST,even
11992,LANDON ST,LANDON STREET,21,31,1,6221,6,2165,FAIRFIELD EAST,odd
11993,LANDON ST,LANDON STREET,1,19,1,6221,6,2165,FAIRFIELD EAST,odd
11994,LANDON ST,LANDON STREET,2,12,2,6221,6,2165,FAIRFIELD EAST,even
11995,LOFTUS ST,LOFTUS STREET,12,36,2,6221,6,2165,FAIRFIELD EAST,even
11996,LOFTUS ST,LOFTUS STREET,13,33,1,6221,6,2165,FAIRFIELD EAST,odd
11997,LANDON ST,LANDON STREET,14,20,2,6221,6,2165,FAIRFIELD EAST,even
11998,HERCULES ST,HERCULES STREET,2,30,2,6221,6,2165,FAIRFIELD EAST,even
11999,HERCULES ST,HERCULES STREET,1,25,1,6221,6,2165,FAIRFIELD EAST,odd
12000,LANDON ST,LANDON STREET,24,24,2,6221,6,2165,FAIRFIELD EAST,even
12001,CAMPBELL ST,CAMPBELL STREET,56,76,2,6221,6,2165,FAIRFIELD EAST,even
12002,TANGERINE ST,TANGERINE STREET,107,117,1,6221,6,2165,FAIRFIELD EAST,odd
12003,TANGERINE ST,TANGERINE STREET,103,105,1,6221,6,2165,FAIRFIELD EAST,odd
12004,TANGERINE ST,TANGERINE STREET,99,99,1,6221,6,2165,FAIRFIELD EAST,odd
12005,NORMANBY ST,NORMANBY STREET,1,25,1,6221,6,2165,FAIRFIELD EAST,odd
12006,HANSON ST,HANSON STREET,3,15,1,6221,6,2165,FAIRFIELD,odd
12007,CROWN ST,CROWN STREET,51,55,1,6221,6,2165,FAIRFIELD EAST,odd
12008,SEVILLE ST,SEVILLE STREET,110,146,2,6221,6,2165,FAIRFIELD EAST,even
12009,SEVILLE ST,SEVILLE STREET,105,145,1,6221,6,2165,FAIRFIELD EAST,odd
12010,CROWN ST,CROWN STREET,37,49,1,6221,6,2165,FAIRFIELD EAST,odd
12011,JAMES ST,JAMES STREET,8,44,2,6221,6,2165,FAIRFIELD EAST,even
12012,JAMES ST,JAMES STREET,1,43,1,6221,6,2165,FAIRFIELD EAST,odd
12013,CROWN ST,CROWN STREET,33,35,1,6221,6,2165,FAIRFIELD EAST,odd
12014,VERON ST,VERON STREET,4,46,2,6221,6,2165,FAIRFIELD EAST,even
12015,VICTORY ST,VICTORY STREET,16,48,2,6221,6,2165,FAIRFIELD EAST,even
12016,VICTORY ST,VICTORY STREET,5,61,1,6221,6,2165,FAIRFIELD EAST,odd
12017,VICTORY ST,VICTORY STREET,2,4,2,6221,6,2165,FAIRFIELD EAST,even
12018,VERON ST,VERON STREET,1,45,1,6221,6,2165,FAIRFIELD EAST,odd
12019,CROWN ST,CROWN STREET,3,13,1,6221,6,2165,FAIRFIELD EAST,odd
12020,CROWN ST,CROWN STREET,2,16,2,6221,6,2165,FAIRFIELD EAST,even
12021,CROWN ST,CROWN STREET,36,44,2,6221,6,2165,FAIRFIELD EAST,even
12022,CROWN ST,CROWN STREET,46,48,2,6221,6,2165,FAIRFIELD EAST,even
12023,NORMANBY ST,NORMANBY STREET,8,32,2,6221,6,2165,FAIRFIELD EAST,even
12024,NORMANBY ST,NORMANBY STREET,32,32,2,6221,6,2165,FAIRFIELD EAST,even
12025,TANGERINE ST,TANGERINE STREET,87,87,1,6221,6,2165,FAIRFIELD EAST,odd
12026,JAMIESON LANE,JAMIESON LANE,1,15,1,6221,6,2165,FAIRFIELD EAST,odd
12027,MALTA ST,MALTA STREET,66,104,2,6221,6,2165,FAIRFIELD EAST,even
12028,JAMIESON LANE,JAMIESON LANE,6,6,2,6221,6,2165,FAIRFIELD EAST,even
12029,MONTROSE AVE,MONTROSE AVENUE,17,61,1,6221,6,2165,FAIRFIELD EAST,odd
12030,MONTROSE AVE,MONTROSE AVENUE,13,15,1,6221,6,2165,FAIRFIELD EAST,odd
12031,SPRING ST,SPRING STREET,4,8,2,6221,6,2165,FAIRFIELD,even
12032,SPRING ST,SPRING STREET,3,7,1,6221,6,2165,FAIRFIELD,odd
12033,MONTROSE AVE,MONTROSE AVENUE,1,11,1,6221,6,2165,FAIRFIELD EAST,odd
12034,MONTROSE AVE,MONTROSE AVENUE,6,58,2,6221,6,2165,FAIRFIELD EAST,even
12035,JAMIESON LANE,JAMIESON LANE,2,2,2,6221,6,2165,FAIRFIELD EAST,even
12036,TANGERINE ST,TANGERINE STREET,35,85,1,6221,6,2165,FAIRFIELD EAST,odd
12037,TANGERINE ST,TANGERINE STREET,3,33,1,6221,6,2165,FAIRFIELD EAST,odd
12038,TANGERINE ST,TANGERINE STREET,1,1,1,6221,6,2165,FAIRFIELD EAST,odd
12039,WOODVILLE RD,WOODVILLE ROAD,794,866,2,6222,6,2163,VILLAWOOD,even
12040,WOODVILLE RD,WOODVILLE ROAD,786,792,2,6222,6,2165,FAIRFIELD EAST,even
12041,BLACKFORD ST,BLACKFORD STREET,2,34,2,6222,6,2165,FAIRFIELD EAST,even
12042,BLACKFORD ST,BLACKFORD STREET,1,27,1,6222,6,2165,FAIRFIELD EAST,odd
12043,WOODVILLE RD,WOODVILLE ROAD,768,784,2,6222,6,2165,FAIRFIELD EAST,even
12044,MALTA ST,MALTA STREET,2,52,2,6222,6,2165,FAIRFIELD EAST,even
12045,MANDARIN ST,MANDARIN STREET,62,80,2,6222,6,2165,FAIRFIELD EAST,even
12046,MANDARIN ST,MANDARIN STREET,69,81,1,6222,6,2165,FAIRFIELD EAST,odd
12047,MALTA ST,MALTA STREET,54,60,2,6222,6,2165,FAIRFIELD EAST,even
12048,MALTA ST,MALTA STREET,63,95,1,6222,6,2165,FAIRFIELD EAST,odd
12049,MANDARIN ST,MANDARIN STREET,65,67,1,6222,6,2165,FAIRFIELD EAST,odd
12050,MANDARIN ST,MANDARIN STREET,44,46,2,6222,6,2165,FAIRFIELD EAST,even
12051,MANDARIN ST,MANDARIN STREET,50,58,2,6222,6,2165,FAIRFIELD EAST,even
12052,MALTA ST,MALTA STREET,9,29,1,6222,6,2165,FAIRFIELD EAST,odd
12053,MALTA ST,MALTA STREET,1,7,1,6222,6,2165,FAIRFIELD EAST,odd
